66.9067 59.8356 27.3205 

81.0488 73.9778 37.3205 

52.7646 102.262 37.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

81.0488 73.9778 17.3205 

52.7646 102.262 17.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

52.7646 45.6935 17.3205 

24.4803 73.9778 17.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

52.7646 45.6935 37.3205 

24.4803 73.9778 37.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

81.0488 73.9778 37.3205 

52.7646 102.262 37.3205 

38.6224 88.1199 27.3205 

#

52.7646 102.262 37.3205 

81.0488 73.9778 37.3205 

52.7646 45.6935 37.3205 

24.4803 73.9778 37.3205 

#

24.4803 73.9778 17.3205 

52.7646 102.262 17.3205 

81.0488 73.9778 17.3205 

52.7646 45.6935 17.3205 

#

52.7646 45.6935 37.3205 

24.4803 73.9778 37.3205 

24.4803 73.9778 17.3205 

52.7646 102.262 17.3205 

#

52.7646 102.262 37.3205 

81.0488 73.9778 37.3205 

81.0488 73.9778 17.3205 

81.0488 73.9778 37.3205 

#

52.7646 102.262 37.3205 

24.4803 73.9778 37.3205 

52.7646 45.6935 37.3205 

81.0488 73.9778 37.3205 

#

66.9067 59.8356 27.3205 

81.0488 73.9778 37.3205 

52.7646 102.262 37.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

81.0488 73.9778 17.3205 

52.7646 102.262 17.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

52.7646 45.6935 17.3205 

24.4803 73.9778 17.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

52.7646 45.6935 37.3205 

24.4803 73.9778 37.3205 

38.6224 88.1199 27.3205 

#

66.9067 59.8356 27.3205 

81.0488 73.9778 37.3205 

52.7646 102.262 37.3205 

38.6224 88.1199 27.3205 

#

52.7646 102.262 37.3205 

81.0488 73.9778 37.3205 

52.7646 45.6935 37.3205 

24.4803 73.9778 37.3205 

#

24.4803 73.9778 17.3205 

52.7646 102.262 17.3205 

81.0488 73.9778 17.3205 

52.7646 45.6935 17.3205 

#

52.7646 45.6935 37.3205 

24.4803 73.9778 37.3205 

24.4803 73.9778 17.3205 

52.7646 102.262 17.3205 

#

52.7646 102.262 37.3205 

81.0488 73.9778 37.3205 

81.0488 73.9778 17.3205 

81.0488 73.9778 37.3205 

#

52.7646 102.262 37.3205 

24.4803 73.9778 37.3205 

52.7646 45.6935 37.3205 

81.0488 73.9778 37.3205 

#

